Product_ID,Product_Name,Supplier_Region,Supplier_Id,Lead_Time_Days,Order_Volume_Units,Cost_per_Unit,Supply_Risk_Score,Profit_Impact_Score,Environmental_Impact,Single_Source_Risk
P658,PVC Pipes,North America,PVC Pipes_North America,13,1585,101.18,3,5,2,0
P659,Packaging Material,Europe,Packaging Material_Europe,25,8329,100.37,1,5,2,0
P660,PVC Pipes,North America,PVC Pipes_North America,64,2861,81.03,2,5,2,0
P661,PVC Pipes,Asia,PVC Pipes_Asia,32,6398,72.05,2,5,1,0
P662,Steel Beams,North America,Steel Beams_North America,86,9895,67.91,1,5,1,0
P663,Standard Bolts,Asia,Standard Bolts_Asia,40,9092,97.77,3,3,2,0
P664,Steel Beams,Asia,Steel Beams_Asia,7,8481,141.76,2,3,2,0
P665,Steel Beams,Europe,Steel Beams_Europe,66,4174,113.56,2,4,2,0
P666,Steel Beams,North America,Steel Beams_North America,33,5078,146.77,2,5,2,0
P667,Packaging Material,Europe,Packaging Material_Europe,21,5593,96.9,2,4,2,0
P668,Steel Beams,North America,Steel Beams_North America,44,1992,52.53,2,4,1,0
P669,Steel Beams,North America,Steel Beams_North America,68,5704,64.72,1,4,1,0
P670,Packaging Material,Europe,Packaging Material_Europe,27,5212,142.61,2,4,2,0
P671,PVC Pipes,North America,PVC Pipes_North America,23,9044,105.4,1,4,1,0
P672,Steel Beams,Asia,Steel Beams_Asia,83,8505,61.49,3,3,1,0
P673,Standard Bolts,North America,Standard Bolts_North America,52,5626,71.66,1,4,2,0
P674,Packaging Material,North America,Packaging Material_North America,55,1786,132.94,2,5,1,0
P675,Standard Bolts,Europe,Standard Bolts_Europe,60,8011,148.58,2,3,1,0
P676,PVC Pipes,North America,PVC Pipes_North America,22,3511,52,2,4,2,0
P677,Packaging Material,North America,Packaging Material_North America,51,3713,124.94,2,3,2,0
P678,Packaging Material,Europe,Packaging Material_Europe,50,3506,146.73,1,4,2,0
P679,Steel Beams,Europe,Steel Beams_Europe,85,8067,75.22,1,4,2,0
P680,Steel Beams,Asia,Steel Beams_Asia,61,6499,133.91,1,5,2,0
P681,Packaging Material,North America,Packaging Material_North America,83,9269,135.56,2,5,2,0
P682,Packaging Material,North America,Packaging Material_North America,54,5275,60.82,3,5,1,0
P683,Standard Bolts,North America,Standard Bolts_North America,70,7500,136.96,3,5,2,0
P684,Standard Bolts,North America,Standard Bolts_North America,32,4364,120.66,2,3,1,0
P685,Steel Beams,North America,Steel Beams_North America,20,5517,133.65,3,5,2,0
P686,Standard Bolts,North America,Standard Bolts_North America,23,1363,143.02,2,5,1,0
P687,Steel Beams,Europe,Steel Beams_Europe,10,4840,131.16,1,5,2,0
P688,PVC Pipes,North America,PVC Pipes_North America,69,6200,142.26,2,5,2,0
P689,Steel Beams,North America,Steel Beams_North America,14,3567,98.98,1,4,2,0
P690,Packaging Material,North America,Packaging Material_North America,56,6645,93.62,1,4,2,0
P691,PVC Pipes,Europe,PVC Pipes_Europe,68,6413,142.26,1,5,2,0
P692,PVC Pipes,North America,PVC Pipes_North America,63,6682,112.35,2,3,2,0
P693,PVC Pipes,Europe,PVC Pipes_Europe,58,9119,97.54,2,5,2,0
P694,PVC Pipes,Europe,PVC Pipes_Europe,37,5938,107.68,3,4,1,0
P695,Packaging Material,North America,Packaging Material_North America,57,7401,144.38,1,5,2,0
P696,PVC Pipes,Europe,PVC Pipes_Europe,58,8933,115.38,1,5,2,0
P697,Steel Beams,North America,Steel Beams_North America,88,4235,147.01,1,5,1,0
P698,Steel Beams,Europe,Steel Beams_Europe,14,4381,70.15,1,3,2,0
P699,PVC Pipes,North America,PVC Pipes_North America,64,6533,111.04,2,5,2,0
P700,PVC Pipes,North America,PVC Pipes_North America,13,2131,140.62,1,5,2,0
P701,PVC Pipes,North America,PVC Pipes_North America,19,8318,84.59,3,4,2,0
P702,Steel Beams,Asia,Steel Beams_Asia,13,6288,121.92,1,5,1,0
P703,Packaging Material,Europe,Packaging Material_Europe,32,6262,79.8,1,5,2,0
P704,Steel Beams,Asia,Steel Beams_Asia,29,7639,82.62,2,3,1,0
P705,Standard Bolts,Europe,Standard Bolts_Europe,15,5711,126.91,1,5,2,0
P706,Packaging Material,Europe,Packaging Material_Europe,83,5379,113.46,1,5,2,0
P707,Standard Bolts,North America,Standard Bolts_North America,62,3637,117.66,1,5,1,0
P708,Steel Beams,North America,Steel Beams_North America,60,7520,142.94,1,5,1,0
P709,Standard Bolts,North America,Standard Bolts_North America,42,4985,145.46,3,5,2,0
P710,Steel Beams,Asia,Steel Beams_Asia,84,5753,136.95,1,5,1,0
P711,Packaging Material,North America,Packaging Material_North America,7,9625,63.33,1,4,1,0
P712,Standard Bolts,Europe,Standard Bolts_Europe,45,1250,61.82,2,5,1,0
P713,PVC Pipes,North America,PVC Pipes_North America,8,2173,116.47,2,5,2,0
P714,Steel Beams,Europe,Steel Beams_Europe,86,6287,116.13,3,4,2,0
P715,Steel Beams,Europe,Steel Beams_Europe,55,8619,136.44,2,4,2,0
P716,Packaging Material,Europe,Packaging Material_Europe,29,8211,91.72,1,5,1,0
P717,Packaging Material,Europe,Packaging Material_Europe,84,4057,90.17,1,4,1,0
P718,PVC Pipes,North America,PVC Pipes_North America,40,9210,121.54,1,5,1,0
P719,PVC Pipes,North America,PVC Pipes_North America,16,5137,148.81,1,4,1,0
P720,PVC Pipes,North America,PVC Pipes_North America,36,8572,120.56,2,5,2,0
P721,Steel Beams,North America,Steel Beams_North America,69,4129,54.71,1,5,1,0
P722,Standard Bolts,Asia,Standard Bolts_Asia,16,6111,51.05,1,5,1,0
P723,Standard Bolts,Asia,Standard Bolts_Asia,26,5025,139.39,2,5,1,0
P724,PVC Pipes,North America,PVC Pipes_North America,71,2812,145.89,1,5,2,0
P725,Steel Beams,North America,Steel Beams_North America,61,1551,107.85,1,4,1,0
P726,Packaging Material,Asia,Packaging Material_Asia,83,5052,58.7,2,5,2,0
P727,Steel Beams,Asia,Steel Beams_Asia,65,7354,50.62,1,4,2,0
P728,Packaging Material,Asia,Packaging Material_Asia,45,9449,52.4,1,3,1,0
P729,PVC Pipes,Europe,PVC Pipes_Europe,36,6670,103.82,1,4,2,0
P730,Packaging Material,North America,Packaging Material_North America,63,3243,55.91,2,5,1,0
P731,Standard Bolts,North America,Standard Bolts_North America,38,1343,87.1,1,5,1,0
P732,Packaging Material,Asia,Packaging Material_Asia,82,6819,53.24,2,3,1,0
P733,Packaging Material,Asia,Packaging Material_Asia,24,7784,72.44,1,5,2,0
P734,Packaging Material,North America,Packaging Material_North America,40,7673,107.12,2,5,1,0
P735,Standard Bolts,Europe,Standard Bolts_Europe,41,7654,63.14,3,5,1,0
P736,PVC Pipes,Europe,PVC Pipes_Europe,28,7310,84.81,2,5,2,0
P737,Standard Bolts,North America,Standard Bolts_North America,63,4382,123.65,1,5,2,0
P738,Standard Bolts,Asia,Standard Bolts_Asia,80,5273,82.07,2,5,2,0
P739,Standard Bolts,Asia,Standard Bolts_Asia,40,6315,148.33,3,5,1,0
P740,PVC Pipes,Asia,PVC Pipes_Asia,56,4250,148.65,2,5,2,0
P741,Steel Beams,Asia,Steel Beams_Asia,54,3261,71.76,1,4,2,0
P742,Steel Beams,Europe,Steel Beams_Europe,80,4209,104.48,2,3,1,0
P743,Steel Beams,Asia,Steel Beams_Asia,46,4557,86.67,2,3,2,0
P744,Packaging Material,Europe,Packaging Material_Europe,33,7763,76.68,2,3,1,0
P745,PVC Pipes,North America,PVC Pipes_North America,58,1354,81.28,1,5,1,0
P746,Packaging Material,Europe,Packaging Material_Europe,45,3486,126.62,1,5,1,0
P747,Steel Beams,North America,Steel Beams_North America,86,8435,116.23,1,4,1,0
P748,Packaging Material,Asia,Packaging Material_Asia,40,9708,97.44,1,4,2,0
P749,Standard Bolts,North America,Standard Bolts_North America,56,5934,73.29,3,3,1,0
P750,Packaging Material,Asia,Packaging Material_Asia,76,6676,63.33,2,5,1,0
P751,Cleaning Supplies,Asia,Cleaning Supplies_Asia,55,12768,40.71,1,1,1,1
P752,Uniforms,North America,Uniforms_North America,43,15372,42.27,1,1,1,1
P753,Cleaning Supplies,Asia,Cleaning Supplies_Asia,22,18902,21.86,1,2,2,1
P754,Cleaning Supplies,Asia,Cleaning Supplies_Asia,59,19849,29.54,3,1,2,1
P755,Printer Ink,North America,Printer Ink_North America,13,19170,35.04,2,2,2,1
P756,Cleaning Supplies,Asia,Cleaning Supplies_Asia,32,7500,15.34,1,2,1,1
P757,Uniforms,North America,Uniforms_North America,10,13540,39.44,2,2,2,1
P758,Cleaning Supplies,Asia,Cleaning Supplies_Asia,33,7419,21.17,1,3,1,1
P759,Office Stationery,Europe,Office Stationery_Europe,88,8117,48.98,2,2,2,1
P760,Printer Ink,North America,Printer Ink_North America,73,15910,15.13,1,2,2,1
P761,Printer Ink,North America,Printer Ink_North America,8,17779,43.06,1,1,1,1
P762,Cleaning Supplies,Asia,Cleaning Supplies_Asia,55,19345,47.14,2,1,2,1
P763,Printer Ink,North America,Printer Ink_North America,32,5969,24.4,1,1,1,1
P764,Uniforms,North America,Uniforms_North America,19,11799,36.68,2,3,1,1
P765,Uniforms,North America,Uniforms_North America,68,13001,29.76,2,1,2,1
P766,Printer Ink,North America,Printer Ink_North America,27,9551,47.51,3,2,2,1
P767,Uniforms,North America,Uniforms_North America,37,14663,42.82,1,2,2,1
P768,Cleaning Supplies,Asia,Cleaning Supplies_Asia,86,16534,31.86,1,1,2,1
P769,Uniforms,North America,Uniforms_North America,34,18653,17.37,1,1,1,1
P770,Uniforms,North America,Uniforms_North America,83,15464,42.78,3,2,1,1
P771,Cleaning Supplies,Asia,Cleaning Supplies_Asia,48,12131,20.42,1,1,2,1
P772,Printer Ink,North America,Printer Ink_North America,33,6081,21.35,1,1,2,1
P773,Office Stationery,Europe,Office Stationery_Europe,64,9760,30.51,1,1,2,1
P774,Cleaning Supplies,Asia,Cleaning Supplies_Asia,26,18393,12.83,1,1,1,1
P775,Printer Ink,North America,Printer Ink_North America,9,17224,22,1,1,1,1
P776,Cleaning Supplies,Asia,Cleaning Supplies_Asia,30,18247,18.71,1,1,2,1
P777,Printer Ink,North America,Printer Ink_North America,60,6507,49.04,3,1,2,1
P778,Printer Ink,North America,Printer Ink_North America,75,19090,37.34,3,2,1,1
P779,Printer Ink,North America,Printer Ink_North America,77,14697,10.09,1,3,1,1
P780,Printer Ink,North America,Printer Ink_North America,77,7096,20.36,2,1,2,1
P781,Uniforms,North America,Uniforms_North America,36,13867,28.12,1,3,2,1
P782,Cleaning Supplies,Asia,Cleaning Supplies_Asia,28,14807,32.98,1,2,2,1
P783,Uniforms,North America,Uniforms_North America,56,19516,17.89,1,1,2,1
P784,Uniforms,North America,Uniforms_North America,45,6044,31.49,2,3,2,1
P785,Office Stationery,Europe,Office Stationery_Europe,84,12503,28.22,1,3,2,1
P786,Office Stationery,Europe,Office Stationery_Europe,64,5237,37.67,2,2,2,1
P787,Printer Ink,North America,Printer Ink_North America,13,16560,21,1,1,1,1
P788,Cleaning Supplies,Asia,Cleaning Supplies_Asia,87,16600,22.41,1,3,2,1
P789,Office Stationery,Europe,Office Stationery_Europe,63,18216,39.5,1,2,2,1
P790,Office Stationery,Europe,Office Stationery_Europe,10,11533,38.84,2,1,2,1
P791,Cleaning Supplies,Asia,Cleaning Supplies_Asia,68,16494,13.82,3,2,2,1
P792,Cleaning Supplies,Asia,Cleaning Supplies_Asia,63,19033,10.68,2,1,2,1
P793,Cleaning Supplies,Asia,Cleaning Supplies_Asia,75,8936,26.55,1,1,2,1
P794,Printer Ink,North America,Printer Ink_North America,9,12456,12.47,1,1,2,1
P795,Cleaning Supplies,Asia,Cleaning Supplies_Asia,57,11041,13.54,1,1,2,1
P796,Office Stationery,Europe,Office Stationery_Europe,50,5470,15.51,1,1,1,1
P797,Uniforms,North America,Uniforms_North America,50,15591,41.46,1,2,2,1
P798,Cleaning Supplies,Asia,Cleaning Supplies_Asia,76,15200,16.96,3,3,2,1
P799,Cleaning Supplies,Asia,Cleaning Supplies_Asia,49,7073,49.85,1,1,1,1
P800,Uniforms,North America,Uniforms_North America,24,7032,45.46,3,1,2,1
P801,Office Stationery,Europe,Office Stationery_Europe,36,9651,11.15,2,2,2,1
P802,Uniforms,North America,Uniforms_North America,81,12282,48.36,3,1,2,1
P803,Printer Ink,North America,Printer Ink_North America,89,18210,37.59,3,2,2,1
P804,Uniforms,North America,Uniforms_North America,22,12867,40.02,1,3,1,1
P805,Printer Ink,North America,Printer Ink_North America,55,10191,17.12,1,1,1,1
P806,Cleaning Supplies,Asia,Cleaning Supplies_Asia,24,16675,39.56,1,3,1,1
P807,Cleaning Supplies,Asia,Cleaning Supplies_Asia,44,16980,46.47,1,1,1,1
P808,Cleaning Supplies,Asia,Cleaning Supplies_Asia,78,5677,42.03,2,1,2,1
P809,Uniforms,North America,Uniforms_North America,12,19236,28.56,2,1,2,1
P810,Cleaning Supplies,Asia,Cleaning Supplies_Asia,19,14493,35.26,2,2,1,1
P811,Office Stationery,Europe,Office Stationery_Europe,19,5250,41.12,1,1,1,1
P812,Cleaning Supplies,Asia,Cleaning Supplies_Asia,54,18029,26.76,2,2,1,1
P813,Uniforms,North America,Uniforms_North America,17,9710,14.38,1,2,1,1
P814,Office Stationery,Europe,Office Stationery_Europe,8,8675,41.07,1,1,1,1
P815,Office Stationery,Europe,Office Stationery_Europe,52,8170,49.52,2,2,2,1
P816,Office Stationery,Europe,Office Stationery_Europe,55,14019,21.25,2,2,1,1
P817,Uniforms,North America,Uniforms_North America,32,8735,21.98,3,3,1,1
P818,Office Stationery,Europe,Office Stationery_Europe,44,6460,41.6,1,1,1,1
P819,Printer Ink,North America,Printer Ink_North America,23,9378,14.63,2,1,2,1
P820,Printer Ink,North America,Printer Ink_North America,36,18186,23.66,1,2,2,1
P821,Office Stationery,Europe,Office Stationery_Europe,45,13802,48.09,2,1,1,1
P822,Cleaning Supplies,Asia,Cleaning Supplies_Asia,33,13123,49.31,1,1,1,1
P823,Printer Ink,North America,Printer Ink_North America,67,14604,33.97,1,2,2,1
P824,Cleaning Supplies,Asia,Cleaning Supplies_Asia,73,14848,15.02,1,1,2,1
P825,Office Stationery,Europe,Office Stationery_Europe,82,17171,44.4,2,2,2,1
P826,Cleaning Supplies,Asia,Cleaning Supplies_Asia,37,14420,35.07,2,1,1,1
P827,Office Stationery,Europe,Office Stationery_Europe,45,11343,40.14,2,1,2,1
P828,Office Stationery,Europe,Office Stationery_Europe,56,5727,13.63,1,2,2,1
P829,Office Stationery,Europe,Office Stationery_Europe,86,6550,46.11,1,1,2,1
P830,Office Stationery,Europe,Office Stationery_Europe,22,9241,42.09,1,3,1,1
P831,Printer Ink,North America,Printer Ink_North America,31,16926,38.01,1,1,1,1
P832,Office Stationery,Europe,Office Stationery_Europe,59,7233,30.54,1,2,2,1
P833,Printer Ink,North America,Printer Ink_North America,39,19781,42.22,2,1,2,1
P834,Uniforms,North America,Uniforms_North America,31,15970,32.91,1,2,2,1
P835,Uniforms,North America,Uniforms_North America,86,5858,40.93,1,2,2,1
P836,Printer Ink,North America,Printer Ink_North America,56,6447,31.76,1,1,2,1
P837,Printer Ink,North America,Printer Ink_North America,15,11952,20.33,1,2,2,1
P838,Uniforms,North America,Uniforms_North America,76,15195,19.5,2,1,2,1
P839,Office Stationery,Europe,Office Stationery_Europe,37,14336,12.09,3,1,2,1
P840,Uniforms,North America,Uniforms_North America,69,14951,21.27,1,1,1,1
P841,Cleaning Supplies,Asia,Cleaning Supplies_Asia,15,12795,22.86,1,1,2,1
P842,Uniforms,North America,Uniforms_North America,69,18493,11.52,1,1,2,1
P843,Printer Ink,North America,Printer Ink_North America,49,15339,41.47,2,2,2,1
P844,Office Stationery,Europe,Office Stationery_Europe,56,8690,45.21,2,1,2,1
P845,Cleaning Supplies,Asia,Cleaning Supplies_Asia,17,9938,42.07,2,1,2,1
P846,Office Stationery,Europe,Office Stationery_Europe,17,8981,13.81,1,2,2,1
P847,Printer Ink,North America,Printer Ink_North America,31,14126,16.94,3,3,2,1
P848,Office Stationery,Europe,Office Stationery_Europe,19,9655,49.82,2,2,2,1
P849,Office Stationery,Europe,Office Stationery_Europe,64,13712,29.56,1,1,1,1
P850,Cleaning Supplies,Asia,Cleaning Supplies_Asia,84,9607,35.03,1,2,1,1
P851,Printer Ink,North America,Printer Ink_North America,13,6857,32.87,1,1,2,1
P852,Cleaning Supplies,Asia,Cleaning Supplies_Asia,33,10072,10.88,3,2,2,1
P853,Cleaning Supplies,Asia,Cleaning Supplies_Asia,30,15085,14.04,3,2,2,1
P854,Office Stationery,Europe,Office Stationery_Europe,40,6386,13.75,3,3,2,1
P855,Printer Ink,North America,Printer Ink_North America,88,19940,13.62,2,2,2,1
P856,Uniforms,North America,Uniforms_North America,55,8308,29.86,3,1,1,1
P857,Cleaning Supplies,Asia,Cleaning Supplies_Asia,46,9782,24.66,2,3,2,1
P858,Uniforms,North America,Uniforms_North America,88,16774,25.17,1,2,2,1
P859,Uniforms,North America,Uniforms_North America,26,17955,33.14,3,2,1,1
P860,Printer Ink,North America,Printer Ink_North America,40,5834,36.03,1,3,1,1
P861,Cleaning Supplies,Asia,Cleaning Supplies_Asia,31,14330,30.01,1,2,2,1
P862,Uniforms,North America,Uniforms_North America,69,8110,32.27,3,2,1,1
P863,Uniforms,North America,Uniforms_North America,89,5212,34.78,1,1,1,1
P864,Cleaning Supplies,Asia,Cleaning Supplies_Asia,46,18777,17.62,2,1,1,1
P865,Uniforms,North America,Uniforms_North America,61,9808,24,1,1,1,1
P866,Uniforms,North America,Uniforms_North America,33,17910,24.58,1,3,2,1
P867,Office Stationery,Europe,Office Stationery_Europe,48,18863,18.3,1,1,2,1
P868,Cleaning Supplies,Asia,Cleaning Supplies_Asia,31,6777,39.78,1,2,1,1
P869,Printer Ink,North America,Printer Ink_North America,41,13343,13.33,3,3,2,1
P870,Office Stationery,Europe,Office Stationery_Europe,23,17708,32.62,2,3,1,1
P871,Office Stationery,Europe,Office Stationery_Europe,83,15972,36.83,1,1,1,1
P872,Office Stationery,Europe,Office Stationery_Europe,26,8845,13.37,1,1,2,1
P873,Office Stationery,Europe,Office Stationery_Europe,31,5968,27.69,2,2,1,1
P874,Office Stationery,Europe,Office Stationery_Europe,62,9725,38.69,1,1,2,1
P875,Uniforms,North America,Uniforms_North America,58,12420,40.5,2,1,2,1
P876,Printer Ink,North America,Printer Ink_North America,64,18391,42.23,3,1,1,1
P877,Office Stationery,Europe,Office Stationery_Europe,68,12174,17.01,3,1,2,1
P878,Uniforms,North America,Uniforms_North America,30,17641,48.2,3,1,1,1
P879,Uniforms,North America,Uniforms_North America,85,14308,28.79,2,3,2,1
P880,Office Stationery,Europe,Office Stationery_Europe,31,6736,36.56,2,3,1,1
P881,Office Stationery,Europe,Office Stationery_Europe,19,6764,33.26,1,1,2,1
P882,Uniforms,North America,Uniforms_North America,45,19382,35.82,2,1,1,1
P883,Office Stationery,Europe,Office Stationery_Europe,87,5391,27.07,1,2,1,1
P884,Cleaning Supplies,Asia,Cleaning Supplies_Asia,70,16930,32.46,2,1,2,1
P885,Printer Ink,North America,Printer Ink_North America,59,11671,33.32,2,1,1,1
P886,Office Stationery,Europe,Office Stationery_Europe,79,8883,11.91,1,3,2,1
P887,Printer Ink,North America,Printer Ink_North America,49,19168,25.42,2,2,1,1
P888,Uniforms,North America,Uniforms_North America,37,9277,20.49,1,1,1,1
P889,Printer Ink,North America,Printer Ink_North America,15,14716,29.63,1,3,2,1
P890,Cleaning Supplies,Asia,Cleaning Supplies_Asia,84,12213,31.18,2,2,2,1
P891,Printer Ink,North America,Printer Ink_North America,50,6909,49.98,2,2,2,1
P892,Cleaning Supplies,Asia,Cleaning Supplies_Asia,67,8061,13.79,3,1,2,1
P893,Printer Ink,North America,Printer Ink_North America,65,12280,37.41,1,1,2,1
P894,Cleaning Supplies,Asia,Cleaning Supplies_Asia,55,15284,38.09,1,3,2,1
P895,Uniforms,North America,Uniforms_North America,53,13458,18.79,1,1,2,1
P896,Cleaning Supplies,Asia,Cleaning Supplies_Asia,88,14063,34.88,3,2,2,1
P897,Office Stationery,Europe,Office Stationery_Europe,45,9357,10.4,1,3,2,1
P898,Uniforms,North America,Uniforms_North America,42,16401,34.15,1,1,1,1
P899,Office Stationery,Europe,Office Stationery_Europe,77,13728,24.87,1,1,1,1
P900,Office Stationery,Europe,Office Stationery_Europe,29,8400,43.64,1,1,2,1
P901,Printer Ink,North America,Printer Ink_North America,37,6103,12.09,3,2,1,1
P902,Office Stationery,Europe,Office Stationery_Europe,74,11017,43.81,3,2,1,1
P903,Printer Ink,North America,Printer Ink_North America,77,14638,48.39,1,3,1,1
P904,Cleaning Supplies,Asia,Cleaning Supplies_Asia,32,16560,44.33,2,1,2,1
P905,Printer Ink,North America,Printer Ink_North America,76,8740,44.72,2,1,1,1
P906,Office Stationery,Europe,Office Stationery_Europe,71,11941,23.46,1,2,1,1
P907,Printer Ink,North America,Printer Ink_North America,58,9234,39.74,1,1,1,1
P908,Printer Ink,North America,Printer Ink_North America,32,17762,38.52,1,1,1,1
P909,Office Stationery,Europe,Office Stationery_Europe,83,13705,34.31,1,1,1,1
P910,Cleaning Supplies,Asia,Cleaning Supplies_Asia,52,12846,26.81,1,1,2,1
P911,Uniforms,North America,Uniforms_North America,25,9508,12.4,3,1,2,1
P912,Office Stationery,Europe,Office Stationery_Europe,19,8273,44.95,1,2,2,1
P913,Office Stationery,Europe,Office Stationery_Europe,69,17664,20,2,3,2,1
P914,Office Stationery,Europe,Office Stationery_Europe,23,11605,20.89,1,2,2,1
P915,Uniforms,North America,Uniforms_North America,80,6875,33.86,1,1,2,1
P916,Cleaning Supplies,Asia,Cleaning Supplies_Asia,64,9311,31.47,2,3,2,1
P917,Office Stationery,Europe,Office Stationery_Europe,85,15629,11.45,1,1,2,1
P918,Cleaning Supplies,Asia,Cleaning Supplies_Asia,71,16109,22.23,3,1,1,1
P919,Uniforms,North America,Uniforms_North America,77,9005,21.43,2,3,1,1
P920,Printer Ink,North America,Printer Ink_North America,61,10260,31.97,1,3,2,1
P921,Office Stationery,Europe,Office Stationery_Europe,73,8301,27.99,2,2,1,1
P922,Uniforms,North America,Uniforms_North America,56,17915,26.42,2,1,2,1
P923,Cleaning Supplies,Asia,Cleaning Supplies_Asia,32,14587,44.6,1,2,1,1
P924,Printer Ink,North America,Printer Ink_North America,26,14280,15.4,3,2,2,1
P925,Office Stationery,Europe,Office Stationery_Europe,30,19731,40.27,1,1,2,1
P926,Cleaning Supplies,Asia,Cleaning Supplies_Asia,32,8003,11.67,1,1,1,1
P927,Cleaning Supplies,Asia,Cleaning Supplies_Asia,43,16760,36.22,3,1,1,1
P928,Office Stationery,Europe,Office Stationery_Europe,20,15139,24.91,2,3,1,1
P929,Uniforms,North America,Uniforms_North America,62,16039,42.13,2,1,2,1
P930,Office Stationery,Europe,Office Stationery_Europe,28,5669,21.79,3,1,2,1
P931,Cleaning Supplies,Asia,Cleaning Supplies_Asia,28,17627,41.94,1,1,1,1
P932,Cleaning Supplies,Asia,Cleaning Supplies_Asia,13,19024,44.28,2,3,2,1
P933,Uniforms,North America,Uniforms_North America,70,5486,40.89,1,1,1,1
P934,Cleaning Supplies,Asia,Cleaning Supplies_Asia,80,13572,10.69,3,2,1,1
P935,Uniforms,North America,Uniforms_North America,72,12756,36.58,1,3,1,1
P936,Uniforms,North America,Uniforms_North America,71,7587,14.53,1,2,1,1
P937,Cleaning Supplies,Asia,Cleaning Supplies_Asia,70,19306,12.96,1,1,1,1
P938,Office Stationery,Europe,Office Stationery_Europe,40,9331,16.97,1,2,1,1
P939,Printer Ink,North America,Printer Ink_North America,47,9320,12.53,1,3,1,1
P940,Cleaning Supplies,Asia,Cleaning Supplies_Asia,34,10539,49,1,1,1,1
P941,Uniforms,North America,Uniforms_North America,35,16215,16.59,2,1,1,1
P942,Printer Ink,North America,Printer Ink_North America,10,7001,12.19,1,3,1,1
P943,Uniforms,North America,Uniforms_North America,67,15344,44.99,1,2,2,1
P944,Cleaning Supplies,Asia,Cleaning Supplies_Asia,29,18824,25.94,1,3,1,1
P945,Uniforms,North America,Uniforms_North America,67,17129,15.92,1,2,1,1
P946,Printer Ink,North America,Printer Ink_North America,56,19792,42.72,1,2,2,1
P947,Office Stationery,Europe,Office Stationery_Europe,7,17234,12.18,2,1,2,1
P948,Uniforms,North America,Uniforms_North America,49,16650,47.43,2,2,1,1
P949,Cleaning Supplies,Asia,Cleaning Supplies_Asia,78,8201,18.61,2,1,2,1
P950,Uniforms,North America,Uniforms_North America,25,12083,25.5,1,1,2,1
P951,Printer Ink,North America,Printer Ink_North America,56,13490,36.82,2,1,2,1
P952,Cleaning Supplies,Asia,Cleaning Supplies_Asia,67,14069,30.58,3,1,1,1
P953,Cleaning Supplies,Asia,Cleaning Supplies_Asia,76,15095,19.07,1,3,1,1
P954,Printer Ink,North America,Printer Ink_North America,62,12320,39.42,2,1,2,1
P955,Cleaning Supplies,Asia,Cleaning Supplies_Asia,72,12593,42.58,2,1,1,1
P956,Cleaning Supplies,Asia,Cleaning Supplies_Asia,78,12586,48.32,1,1,1,1
P957,Printer Ink,North America,Printer Ink_North America,71,8167,17.71,1,1,2,1
P958,Office Stationery,Europe,Office Stationery_Europe,18,9477,31.43,2,1,2,1
P959,Office Stationery,Europe,Office Stationery_Europe,26,14546,29.31,1,2,1,1
P960,Printer Ink,North America,Printer Ink_North America,36,16294,29.34,2,2,2,1
P961,Office Stationery,Europe,Office Stationery_Europe,87,10255,17.98,2,1,1,1
P962,Uniforms,North America,Uniforms_North America,59,6885,44.06,2,3,1,1
P963,Printer Ink,North America,Printer Ink_North America,50,12171,40.2,2,2,1,1
P964,Uniforms,North America,Uniforms_North America,79,9947,18.41,1,1,2,1
P965,Uniforms,North America,Uniforms_North America,64,13959,37.92,1,2,2,1
P966,Printer Ink,North America,Printer Ink_North America,83,16340,27.83,2,1,2,1
P967,Cleaning Supplies,Asia,Cleaning Supplies_Asia,30,10487,31.51,1,1,2,1
P968,Cleaning Supplies,Asia,Cleaning Supplies_Asia,14,8374,38.44,1,2,2,1
P969,Uniforms,North America,Uniforms_North America,55,12631,42.78,2,1,1,1
P970,Printer Ink,North America,Printer Ink_North America,84,16595,48.76,2,2,1,1
P971,Cleaning Supplies,Asia,Cleaning Supplies_Asia,52,16462,36.42,1,1,1,1
P972,Uniforms,North America,Uniforms_North America,89,11300,21.7,1,1,1,1
P973,Cleaning Supplies,Asia,Cleaning Supplies_Asia,11,19104,38.84,1,3,2,1
P974,Printer Ink,North America,Printer Ink_North America,71,19581,42.19,1,2,2,1
P975,Cleaning Supplies,Asia,Cleaning Supplies_Asia,16,18603,16.39,1,3,2,1
P976,Office Stationery,Europe,Office Stationery_Europe,63,9890,19.45,2,2,1,1
P977,Uniforms,North America,Uniforms_North America,79,7916,31.34,1,2,1,1
P978,Cleaning Supplies,Asia,Cleaning Supplies_Asia,34,12190,34.27,1,1,1,1
P979,Printer Ink,North America,Printer Ink_North America,15,8621,39.91,2,3,2,1
P980,Office Stationery,Europe,Office Stationery_Europe,16,19250,29.73,1,2,2,1
P981,Uniforms,North America,Uniforms_North America,69,11507,33.47,2,2,1,1
P982,Uniforms,North America,Uniforms_North America,55,10130,33.63,1,2,2,1
P983,Cleaning Supplies,Asia,Cleaning Supplies_Asia,29,15055,29.48,2,2,1,1
P984,Office Stationery,Europe,Office Stationery_Europe,64,13480,14.79,1,2,2,1
P985,Office Stationery,Europe,Office Stationery_Europe,21,6195,30.81,3,2,2,1
P986,Printer Ink,North America,Printer Ink_North America,69,15313,19.69,3,2,1,1
P987,Office Stationery,Europe,Office Stationery_Europe,87,7431,17.31,1,1,1,1
